NPI,TIN,TYPE,NEGOTIATION_ARRANGEMENT,BILLING_CODE_TYPE,BILLING_CODE,NEGOTIATED_TYPE,NEGOTIATED_RATE,BILLING_CLASS
1447418926,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1588676191,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1144493370,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1336433432,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1154822161,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1992097505,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1679130975,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1407983950,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1992756035,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1922367309,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1063611317,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1104028141,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1457383408,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1427211820,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1982041018,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1932428836,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1649599093,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1073570495,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1295793107,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1801245857,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1316161284,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1215353131,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1962818286,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1366482879,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1528384914,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1942253208,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1265729297,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1801011069,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1649238544,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1790958130,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1558681429,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1497919989,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1285685107,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1720439516,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1215023932,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1205964293,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1134626906,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1376006312,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1215161187,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1376888495,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1215133186,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1437392362,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1255563821,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1114961182,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1972949378,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1659692465,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1720037906,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1336272426,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1427496827,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1710325402,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1639299258,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1740798354,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1962571794,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1508852294,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1669430658,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1205894011,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1902126279,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1174940340,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1821564774,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1245437607,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1568782795,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1457510695,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1538562376,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1437171600,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1518529593,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1144288051,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1740520048,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1295143188,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1245295070,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1457477960,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1487101390,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1043659436,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1871683078,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1457700510,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1912261314,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1811029358,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1215995188,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1134172414,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1528138625,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1730103375,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1356537351,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1104867043,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1912922030,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1649250457,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1417092107,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1275199283,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1003864950,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1508099086,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1780021386,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1861980781,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1972533511,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1225491327,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1003471525,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1346703840,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1659659597,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1952453409,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1639116874,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1467747857,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1689790966,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1043669633,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1538384920,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1689658650,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1942375183,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1205924305,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1275826794,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1326401738,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1326052200,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1447534342,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1861606410,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1508892613,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1609383314,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1083662134,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1699119735,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1164793485,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1831156678,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1487145355,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1861472201,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1649546656,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1689102543,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1255651261,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1386965192,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1265411060,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1538411335,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1013966365,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1932472149,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1477956613,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1114240678,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1194798272,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1700240983,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1477973311,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1174188791,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1912026113,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1225440704,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1972635704,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1770959363,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1871573550,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1336306950,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1790163475,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1508184201,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1477979045,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1568690055,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1871722165,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1417451279,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1619250750,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1760462089,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1528180494,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1578706099,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1538468004,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1063460319,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1215993688,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1013279835,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1245357102,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1821470691,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1932166832,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1568872612,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1689799033,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1639242571,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1598721953,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1417115080,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1083911747,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1558582890,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1497712897,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1891751079,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1346275203,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1205276144,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1114985462,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1902210263,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1619913001,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1508981093,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1811945678,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1174988596,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1578805032,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1083050793,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1730331919,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1992754352,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1497798987,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1033516364,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1871082941,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1316201833,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1073924494,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1497914071,351693695,ein,ffs,CPT,99213,negotiated,40.34,professional
1962769760,060646973,ein,ffs,CPT,99213,negotiated,75.03,professional
1285791467,310988967,ein,ffs,CPT,99213,negotiated,75.29,professional
1275782369,310988967,ein,ffs,CPT,99213,negotiated,75.29,professional
1760533517,540880950,ein,ffs,CPT,99213,negotiated,22.03,professional
1346359197,200383587,ein,ffs,CPT,99213,negotiated,63.02,professional
1467570259,263301489,ein,ffs,CPT,99213,negotiated,68.92,professional
1689895211,263301489,ein,ffs,CPT,99213,negotiated,68.92,professional
1164781381,752743883,ein,ffs,CPT,99213,negotiated,45.08,professional
1720083124,222945680,ein,ffs,CPT,99213,negotiated,59.8,professional
1174956478,462044968,ein,ffs,CPT,99213,negotiated,116.72,professional
1497710750,462044968,ein,ffs,CPT,99213,negotiated,116.72,professional
1568537132,113646584,ein,ffs,CPT,99213,negotiated,87.95,professional
1881081982,621777565,ein,ffs,CPT,99213,negotiated,118.01,professional
1710256912,010211501,ein,ffs,CPT,99213,negotiated,219,professional
1477587228,010211501,ein,ffs,CPT,99213,negotiated,219,professional
1164929022,260306930,ein,ffs,CPT,99213,negotiated,36.77,professional
1801156328,260306930,ein,ffs,CPT,99213,negotiated,36.77,professional
1366546764,260306930,ein,ffs,CPT,99213,negotiated,36.77,professional
1861843203,260306930,ein,ffs,CPT,99213,negotiated,36.77,professional
1033267364,205251542,ein,ffs,CPT,99213,negotiated,119.75,professional
1619067782,270089343,ein,ffs,CPT,99213,negotiated,90.06,professional
1255369815,472251929,ein,ffs,CPT,99213,negotiated,340.95,professional
1942285176,472251929,ein,ffs,CPT,99213,negotiated,340.95,professional
1831174069,472251929,ein,ffs,CPT,99213,negotiated,340.95,professional
1093787194,472251929,ein,ffs,CPT,99213,negotiated,340.95,professional
1972826618,270723388,ein,ffs,CPT,99213,negotiated,435.45,professional
1285829242,200066972,ein,ffs,CPT,99213,negotiated,69.08,professional
1942229307,341868451,ein,ffs,CPT,99213,negotiated,53.15,professional
1386663847,341868451,ein,ffs,CPT,99213,negotiated,53.15,professional
1508028275,341868451,ein,ffs,CPT,99213,negotiated,53.15,professional
1871657429,341868451,ein,ffs,CPT,99213,negotiated,53.15,professional
1861411241,341868451,ein,ffs,CPT,99213,negotiated,53.15,professional
1265454078,341868451,ein,ffs,CPT,99213,negotiated,53.15,professional
1295795912,056645933,ein,ffs,CPT,99213,negotiated,66.69,professional
1609136662,462387681,ein,ffs,CPT,99213,negotiated,172.68,professional
1144200056,264571485,ein,ffs,CPT,99213,negotiated,68.47,professional
1265892749,264571485,ein,ffs,CPT,99213,negotiated,68.47,professional
1821547720,264571485,ein,ffs,CPT,99213,negotiated,68.47,professional
1114452604,364489491,ein,ffs,CPT,99213,negotiated,90.55,professional
1679849780,364489491,ein,ffs,CPT,99213,negotiated,90.55,professional
1043716079,364489491,ein,ffs,CPT,99213,negotiated,90.55,professional
1053771535,364489491,ein,ffs,CPT,99213,negotiated,90.55,professional
1396748778,364489491,ein,ffs,CPT,99213,negotiated,90.55,professional
1215917950,364489491,ein,ffs,CPT,99213,negotiated,90.55,professional
1780896431,364489491,ein,ffs,CPT,99213,negotiated,90.55,professional
1649621780,364489491,ein,ffs,CPT,99213,negotiated,90.55,professional
1831432624,202259562,ein,ffs,CPT,99213,negotiated,131.51,professional
1376752147,202259562,ein,ffs,CPT,99213,negotiated,131.51,professional
1649229428,263988064,ein,ffs,CPT,99213,negotiated,116.82,professional
1770665580,030219309,ein,ffs,CPT,99213,negotiated,206.25,professional
1710918594,205575060,ein,ffs,CPT,99213,negotiated,66.22,professional
1407820822,200552368,ein,ffs,CPT,99213,negotiated,57.12,professional
1174639082,381459362,ein,ffs,CPT,99213,negotiated,365.55,professional
1063451763,911138675,ein,ffs,CPT,99213,negotiated,116.24,professional
1205832524,272822071,ein,ffs,CPT,99213,negotiated,115.25,professional
1619181369,272844632,ein,ffs,CPT,99213,negotiated,57.01,professional
1073572434,272844632,ein,ffs,CPT,99213,negotiated,57.01,professional
1871553826,272844632,ein,ffs,CPT,99213,negotiated,57.01,professional
1992812234,911832600,ein,ffs,CPT,99213,negotiated,37.98,professional
1770037913,223891132,ein,ffs,CPT,99213,negotiated,47.37,professional
1558847509,223891132,ein,ffs,CPT,99213,negotiated,47.37,professional
1417333550,223891132,ein,ffs,CPT,99213,negotiated,47.37,professional
1508142803,223891132,ein,ffs,CPT,99213,negotiated,47.37,professional
1134430119,223891132,ein,ffs,CPT,99213,negotiated,47.37,professional
1710442553,223891132,ein,ffs,CPT,99213,negotiated,47.37,professional
1013468362,223891132,ein,ffs,CPT,99213,negotiated,47.37,professional
1477018364,223891132,ein,ffs,CPT,99213,negotiated,47.37,professional
1073545471,223891132,ein,ffs,CPT,99213,negotiated,47.37,professional
1093916595,050540914,ein,ffs,CPT,99213,negotiated,108.86,professional
1528422631,050540914,ein,ffs,CPT,99213,negotiated,108.86,professional
1124181615,460938434,ein,ffs,CPT,99213,negotiated,54.23,professional
1922422120,460938434,ein,ffs,CPT,99213,negotiated,54.23,professional
1790834208,460938434,ein,ffs,CPT,99213,negotiated,54.23,professional
1326483215,460938434,ein,ffs,CPT,99213,negotiated,54.23,professional
1437311891,460938434,ein,ffs,CPT,99213,negotiated,54.23,professional
1891051512,742922251,ein,ffs,CPT,99213,negotiated,73.69,professional
1003034091,742922251,ein,ffs,CPT,99213,negotiated,73.69,professional
1518302991,742922251,ein,ffs,CPT,99213,negotiated,73.69,professional
1205809654,742922251,ein,ffs,CPT,99213,negotiated,73.69,professional
1194798124,742922251,ein,ffs,CPT,99213,negotiated,73.69,professional
1245525930,371270794,ein,ffs,CPT,99213,negotiated,52.36,professional
1902812100,010613882,ein,ffs,CPT,99213,negotiated,61.68,professional
1619963808,752593500,ein,ffs,CPT,99213,negotiated,62.85,professional
1710197413,752593500,ein,ffs,CPT,99213,negotiated,62.85,professional
1932101730,204392002,ein,ffs,CPT,99213,negotiated,41.89,professional
1851345433,204392002,ein,ffs,CPT,99213,negotiated,41.89,professional
1629384573,421060724,ein,ffs,CPT,99213,negotiated,79.97,professional
1154408110,861439975,ein,ffs,CPT,99213,negotiated,36.61,professional
1841394285,721272804,ein,ffs,CPT,99213,negotiated,72.53,professional
1649381617,721272804,ein,ffs,CPT,99213,negotiated,72.53,professional
1528179512,721272804,ein,ffs,CPT,99213,negotiated,72.53,professional
1396815940,330554313,ein,ffs,CPT,99213,negotiated,40,professional
1679570915,363707991,ein,ffs,CPT,99213,negotiated,157.92,professional
1144590878,472949758,ein,ffs,CPT,99213,negotiated,82.43,professional
1780878447,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1447616438,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1841213451,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1164432217,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1235171802,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1851396840,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1952392938,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1316321854,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1336158013,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1326025339,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1326452111,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1821093071,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1508290776,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1023097003,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1710966759,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1346611316,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1679875892,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1003850710,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1497736029,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
